 0,0000;     266
 0,0200;     266
 0,0400;     180
 0,0600;     111
 0,0799;      67
 0,0999;      32
 0,1199;      17
 0,1399;       8
 0,1599;       2
 0,1799;       3
 0,1999;       0
 0,2199;       1
 0,2398;       0
 0,2598;       0
 0,2798;       0
 0,2998;       1
 0,3198;       0
 0,3398;       0
 0,3598;       0
 0,3798;       0
 0,3997;       0
 0,4197;       0
 0,4397;       0
 0,4597;       0
 0,4797;       0
 0,4997;       0
 0,5197;       0
 0,5397;       2
 0,5596;       8
 0,5796;      26
 0,5996;      62
 0,6196;     120
 0,6396;     186
 0,6596;     208
 0,6796;     237
 0,6996;     232
 0,7195;     235
 0,7395;     207
 0,7595;     206
 0,7795;     235
 0,7995;     237
 0,8195;     199
 0,8395;     219
 0,8595;     210
 0,8794;     204
 0,8994;     180
 0,9194;     176
 0,9394;     198
 0,9594;     192
 0,9794;     198
 0,9994;     183
 1,0194;     172
 1,0393;     140
 1,0593;     161
 1,0793;     168
 1,0993;     161
 1,1193;     188
 1,1393;     166
 1,1593;     169
 1,1793;     180
 1,1992;     166
 1,2192;     154
 1,2392;     168
 1,2592;     162
 1,2792;     173
 1,2992;     176
 1,3192;     141
 1,3392;     160
 1,3591;     152
 1,3791;     155
 1,3991;     184
 1,4191;     158
 1,4391;     167
 1,4591;     153
 1,4791;     169
 1,4991;     179
 1,5190;     149
 1,5390;     162
 1,5590;     151
 1,5790;     143
 1,5990;     166
 1,6190;     163
 1,6390;     169
 1,6590;     178
 1,6789;     188
 1,6989;     198
 1,7189;     195
 1,7389;     232
 1,7589;     225
 1,7789;     194
 1,7989;     203
 1,8189;     210
 1,8388;     183
 1,8588;     169
 1,8788;     169
 1,8988;     179
 1,9188;     176
 1,9388;     137
 1,9588;     176
 1,9788;     196
 1,9987;     185
 2,0187;     183
 2,0387;     171
 2,0587;     162
 2,0787;     184
 2,0987;     171
 2,1187;     163
 2,1387;     150
 2,1586;     159
 2,1786;     184
 2,1986;     200
 2,2186;     205
 2,2386;     188
 2,2586;     244
 2,2786;     255
 2,2986;     227
 2,3185;     245
 2,3385;     261
 2,3585;     272
 2,3785;     218
 2,3985;     243
 2,4185;     244
 2,4385;     236
 2,4585;     232
 2,4784;     273
 2,4984;     297
 2,5184;     311
 2,5384;     369
 2,5584;     459
 2,5784;     609
 2,5984;     710
 2,6184;     796
 2,6383;     850
 2,6583;     992
 2,6783;    1006
 2,6983;    1016
 2,7183;     914
 2,7383;     956
 2,7583;     876
 2,7783;     858
 2,7982;     844
 2,8182;     819
 2,8382;     823
 2,8582;     857
 2,8782;     787
 2,8982;     799
 2,9182;     813
 2,9382;     797
 2,9581;     715
 2,9781;     701
 2,9981;     646
 3,0181;     577
 3,0381;     466
 3,0581;     427
 3,0781;     329
 3,0981;     321
 3,1180;     305
 3,1380;     261
 3,1580;     312
 3,1780;     318
 3,1980;     298
 3,2180;     295
 3,2380;     298
 3,2580;     338
 3,2779;     327
 3,2979;     339
 3,3179;     346
 3,3379;     342
 3,3579;     341
 3,3779;     334
 3,3979;     312
 3,4179;     275
 3,4378;     274
 3,4578;     288
 3,4778;     307
 3,4978;     406
 3,5178;     474
 3,5378;     588
 3,5578;     738
 3,5778;     969
 3,5977;    1196
 3,6177;    1423
 3,6377;    1670
 3,6577;    1842
 3,6777;    1959
 3,6977;    1955
 3,7177;    1710
 3,7377;    1616
 3,7576;    1376
 3,7776;    1122
 3,7976;     926
 3,8176;     730
 3,8376;     685
 3,8576;     639
 3,8776;     573
 3,8976;     573
 3,9175;     544
 3,9375;     539
 3,9575;     609
 3,9775;     600
 3,9975;     575
 4,0175;     574
 4,0375;     579
 4,0575;     552
 4,0774;     472
 4,0974;     448
 4,1174;     370
 4,1374;     363
 4,1574;     344
 4,1774;     332
 4,1974;     269
 4,2174;     274
 4,2373;     267
 4,2573;     314
 4,2773;     303
 4,2973;     264
 4,3173;     283
 4,3373;     297
 4,3573;     350
 4,3773;     332
 4,3972;     347
 4,4172;     378
 4,4372;     387
 4,4572;     376
 4,4772;     441
 4,4972;     416
 4,5172;     404
 4,5372;     416
 4,5571;     410
 4,5771;     418
 4,5971;     368
 4,6171;     352
 4,6371;     374
 4,6571;     362
 4,6771;     354
 4,6971;     326
 4,7170;     320
 4,7370;     299
 4,7570;     318
 4,7770;     322
 4,7970;     347
 4,8170;     351
 4,8370;     357
 4,8570;     385
 4,8769;     379
 4,8969;     420
 4,9169;     423
 4,9369;     442
 4,9569;     452
 4,9769;     409
 4,9969;     434
 5,0169;     397
 5,0368;     421
 5,0568;     384
 5,0768;     365
 5,0968;     362
 5,1168;     356
 5,1368;     346
 5,1568;     351
 5,1768;     353
 5,1967;     368
 5,2167;     400
 5,2367;     387
 5,2567;     410
 5,2767;     390
 5,2967;     393
 5,3167;     416
 5,3367;     428
 5,3566;     433
 5,3766;     452
 5,3966;     429
 5,4166;     426
 5,4366;     469
 5,4566;     490
 5,4766;     439
 5,4966;     477
 5,5165;     436
 5,5365;     417
 5,5565;     442
 5,5765;     459
 5,5965;     413
 5,6165;     423
 5,6365;     372
 5,6564;     430
 5,6764;     431
 5,6964;     421
 5,7164;     459
 5,7364;     420
 5,7564;     412
 5,7764;     450
 5,7964;     485
 5,8163;     456
 5,8363;     471
 5,8563;     504
 5,8763;     528
 5,8963;     519
 5,9163;     523
 5,9363;     515
 5,9563;     511
 5,9762;     538
 5,9962;     500
 6,0162;     502
 6,0362;     509
 6,0562;     520
 6,0762;     541
 6,0962;     549
 6,1162;     590
 6,1361;     583
 6,1561;     634
 6,1761;     756
 6,1961;     893
 6,2161;    1103
 6,2361;    1535
 6,2561;    1889
 6,2761;    2603
 6,2960;    3261
 6,3160;    4172
 6,3360;    5092
 6,3560;    5896
 6,3760;    6440
 6,3960;    6619
 6,4160;    6645
 6,4360;    6170
 6,4559;    5385
 6,4759;    4390
 6,4959;    3491
 6,5159;    2591
 6,5359;    1950
 6,5559;    1391
 6,5759;    1069
 6,5959;     860
 6,6158;     749
 6,6358;     667
 6,6558;     653
 6,6758;     642
 6,6958;     658
 6,7158;     619
 6,7358;     645
 6,7558;     678
 6,7757;     662
 6,7957;     709
 6,8157;     677
 6,8357;     709
 6,8557;     748
 6,8757;     823
 6,8957;     874
 6,9157;     930
 6,9356;     974
 6,9556;    1114
 6,9756;    1237
 6,9956;    1361
 7,0156;    1550
 7,0356;    1673
 7,0556;    1678
 7,0756;    1645
 7,0955;    1510
 7,1155;    1479
 7,1355;    1342
 7,1555;    1163
 7,1755;    1093
 7,1955;    1048
 7,2155;     896
 7,2355;     987
 7,2554;     924
 7,2754;     913
 7,2954;    1051
 7,3154;    1029
 7,3354;    1138
 7,3554;    1250
 7,3754;    1348
 7,3954;    1607
 7,4153;    1663
 7,4353;    1809
 7,4553;    1975
 7,4753;    1953
 7,4953;    1900
 7,5153;    1913
 7,5353;    1842
 7,5553;    1619
 7,5752;    1599
 7,5952;    1458
 7,6152;    1364
 7,6352;    1396
 7,6552;    1365
 7,6752;    1369
 7,6952;    1434
 7,7152;    1596
 7,7351;    1801
 7,7551;    2042
 7,7751;    2726
 7,7951;    3587
 7,8151;    5379
 7,8351;    8566
 7,8551;   14127
 7,8751;   22816
 7,8950;   35930
 7,9150;   53231
 7,9350;   75544
 7,9550;  101666
 7,9750;  129557
 7,9950;  154245
 8,0150;  174015
 8,0350;  184957
 8,0549;  186171
 8,0749;  175728
 8,0949;  157097
 8,1149;  132073
 8,1349;  103870
 8,1549;   77178
 8,1749;   55072
 8,1949;   36577
 8,2148;   23619
 8,2348;   14230
 8,2548;    8501
 8,2748;    5139
 8,2948;    3296
 8,3148;    2241
 8,3348;    1603
 8,3548;    1274
 8,3747;    1145
 8,3947;    1035
 8,4147;     965
 8,4347;     967
 8,4547;     949
 8,4747;     988
 8,4947;    1010
 8,5147;    1001
 8,5346;    1065
 8,5546;    1089
 8,5746;    1215
 8,5946;    1281
 8,6146;    1319
 8,6346;    1510
 8,6546;    1679
 8,6746;    2012
 8,6945;    2561
 8,7145;    3375
 8,7345;    4684
 8,7545;    6613
 8,7745;    9128
 8,7945;   12443
 8,8145;   16040
 8,8345;   19996
 8,8544;   23803
 8,8744;   26486
 8,8944;   28826
 8,9144;   28722
 8,9344;   27560
 8,9544;   25192
 8,9744;   21754
 8,9944;   17727
 9,0143;   13518
 9,0343;   10078
 9,0543;    6981
 9,0743;    4739
 9,0943;    2972
 9,1143;    1916
 9,1343;    1205
 9,1543;     780
 9,1742;     562
 9,1942;     395
 9,2142;     369
 9,2342;     316
 9,2542;     268
 9,2742;     269
 9,2942;     270
 9,3142;     230
 9,3341;     223
 9,3541;     231
 9,3741;     240
 9,3941;     241
 9,4141;     281
 9,4341;     268
 9,4541;     238
 9,4741;     228
 9,4940;     263
 9,5140;     241
 9,5340;     212
 9,5540;     244
 9,5740;     253
 9,5940;     227
 9,6140;     236
 9,6340;     246
 9,6539;     209
 9,6739;     234
 9,6939;     224
 9,7139;     196
 9,7339;     248
 9,7539;     195
 9,7739;     179
 9,7939;     237
 9,8138;     205
 9,8338;     177
 9,8538;     212
 9,8738;     208
 9,8938;     199
 9,9138;     210
 9,9338;     187
 9,9538;     203
 9,9737;     199
 9,9937;     213
10,0137;     207
10,0337;     207
10,0537;     203
10,0737;     207
10,0937;     190
10,1137;     194
10,1336;     181
10,1536;     187
10,1736;     181
10,1936;     205
10,2136;     190
10,2336;     179
10,2536;     166
10,2736;     200
10,2935;     228
10,3135;     241
10,3335;     245
10,3535;     269
10,3735;     308
10,3935;     366
10,4135;     415
10,4335;     496
10,4534;     610
10,4734;     657
10,4934;     753
10,5134;     869
10,5334;     889
10,5534;     841
10,5734;     806
10,5934;     813
10,6133;     666
10,6333;     611
10,6533;     523
10,6733;     418
10,6933;     374
10,7133;     343
10,7333;     289
10,7533;     278
10,7732;     224
10,7932;     243
10,8132;     186
10,8332;     205
10,8532;     203
10,8732;     216
10,8932;     197
10,9132;     195
10,9331;     195
10,9531;     190
10,9731;     185
10,9931;     192
11,0131;     184
11,0331;     187
11,0531;     211
11,0731;     192
11,0930;     171
11,1130;     186
11,1330;     179
11,1530;     171
11,1730;     154
11,1930;     182
11,2130;     161
11,2330;     183
11,2529;     169
11,2729;     144
11,2929;     188
11,3129;     186
11,3329;     156
11,3529;     161
11,3729;     161
11,3928;     188
11,4128;     161
11,4328;     157
11,4528;     158
11,4728;     178
11,4928;     173
11,5128;     172
11,5328;     176
11,5527;     183
11,5727;     189
11,5927;     206
11,6127;     205
11,6327;     216
11,6527;     222
11,6727;     232
11,6927;     280
11,7126;     253
11,7326;     281
11,7526;     280
11,7726;     308
11,7926;     291
11,8126;     227
11,8326;     219
11,8526;     233
11,8725;     193
11,8925;     198
11,9125;     163
11,9325;     185
11,9525;     176
11,9725;     175
11,9925;     171
12,0125;     168
12,0324;     156
12,0524;     166
12,0724;     167
12,0924;     160
12,1124;     175
12,1324;     178
12,1524;     151
12,1724;     144
12,1923;     161
12,2123;     162
12,2323;     148
12,2523;     163
12,2723;     144
12,2923;     141
12,3123;     149
12,3323;     155
12,3522;     159
12,3722;     142
12,3922;     157
12,4122;     190
12,4322;     200
12,4522;     191
12,4722;     180
12,4922;     208
12,5121;     248
12,5321;     274
12,5521;     274
12,5721;     296
12,5921;     310
12,6121;     288
12,6321;     328
12,6521;     298
12,6720;     334
12,6920;     298
12,7120;     298
12,7320;     251
12,7520;     210
12,7720;     196
12,7920;     188
12,8120;     166
12,8319;     177
12,8519;     184
12,8719;     155
12,8919;     159
12,9119;     149
12,9319;     148
12,9519;     115
12,9719;     169
12,9918;     172
13,0118;     144
13,0318;     145
13,0518;     157
13,0718;     129
13,0918;     177
13,1118;     132
13,1318;     140
13,1517;     136
13,1717;     125
13,1917;     153
13,2117;     150
13,2317;     124
13,2517;     132
13,2717;     135
13,2917;     116
13,3116;     138
13,3316;     124
13,3516;     138
13,3716;     142
13,3916;     124
13,4116;     132
13,4316;     137
13,4516;     129
13,4715;     121
13,4915;     122
13,5115;     123
13,5315;     115
13,5515;     123
13,5715;     137
13,5915;     134
13,6115;     121
13,6314;     127
13,6514;     128
13,6714;     113
13,6914;     148
13,7114;     144
13,7314;     104
13,7514;     128
13,7714;     131
13,7913;     129
13,8113;     142
13,8313;     125
13,8513;     130
13,8713;     131
13,8913;     110
13,9113;     113
13,9313;     127
13,9512;     110
13,9712;     136
13,9912;     147
14,0112;     121
14,0312;     124
14,0512;     105
14,0712;     108
14,0912;     156
14,1111;     131
14,1311;     111
14,1511;     126
14,1711;     141
14,1911;     128
14,2111;     125
14,2311;     128
14,2511;     130
14,2710;     155
14,2910;     143
14,3110;     174
14,3310;     167
14,3510;     202
14,3710;     205
14,3910;     250
14,4110;     236
14,4309;     269
14,4509;     274
14,4709;     301
14,4909;     257
14,5109;     255
14,5309;     228
14,5509;     240
14,5709;     224
14,5908;     193
14,6108;     188
14,6308;     147
14,6508;     185
14,6708;     142
14,6908;     147
14,7108;     144
14,7308;     169
14,7507;     137
14,7707;     115
14,7907;     153
14,8107;     122
14,8307;     135
