0; 0000;     489 
0; 0200;     442 
0; 0399;     324 
0; 0599;     183 
0; 0799;     121 
0; 0998;      51 
0; 1198;      22 
0; 1398;       2 
0; 1598;       3 
0; 1797;       0 
0; 1997;       1 
0; 2197;       0 
0; 2396;       0 
0; 2596;       1 
0; 2796;       1 
0; 2995;       0 
0; 3195;       1 
0; 3395;       0 
0; 3594;       0 
0; 3794;       1 
0; 3994;       0 
0; 4193;       0 
0; 4393;       0 
0; 4593;       0 
0; 4793;       0 
0; 4992;       0 
0; 5192;       2 
0; 5392;       1 
0; 5591;       1 
0; 5791;      18 
0; 5991;      52 
0; 6190;     150 
0; 6390;     225 
0; 6590;     329 
0; 6789;     333 
0; 6989;     351 
0; 7189;     334 
0; 7389;     336 
0; 7588;     340 
0; 7788;     358 
0; 7988;     329 
0; 8187;     333 
0; 8387;     351 
0; 8587;     333 
0; 8786;     313 
0; 8986;     316 
0; 9186;     330 
0; 9385;     375 
0; 9585;     312 
0; 9785;     332 
0; 9985;     291 
1; 0184;     297 
1; 0384;     323 
1; 0584;     303 
1; 0783;     306 
1; 0983;     313 
1; 1183;     307 
1; 1382;     345 
1; 1582;     373 
1; 1782;     368 
1; 1981;     336 
1; 2181;     364 
1; 2381;     379 
1; 2580;     352 
1; 2780;     388 
1; 2980;     333 
1; 3180;     302 
1; 3379;     351 
1; 3579;     357 
1; 3779;     316 
1; 3978;     312 
1; 4178;     399 
1; 4378;     356 
1; 4577;     337 
1; 4777;     341 
1; 4977;     346 
1; 5176;     362 
1; 5376;     355 
1; 5576;     325 
1; 5776;     309 
1; 5975;     345 
1; 6175;     288 
1; 6375;     293 
1; 6574;     321 
1; 6774;     376 
1; 6974;     301 
1; 7173;     310 
1; 7373;     356 
1; 7573;     302 
1; 7772;     312 
1; 7972;     309 
1; 8172;     300 
1; 8371;     274 
1; 8571;     255 
1; 8771;     294 
1; 8971;     256 
1; 9170;     269 
1; 9370;     256 
1; 9570;     280 
1; 9769;     242 
1; 9969;     237 
2; 0169;     255 
2; 0368;     243 
2; 0568;     277 
2; 0768;     242 
2; 0967;     225 
2; 1167;     222 
2; 1367;     247 
2; 1567;     268 
2; 1766;     294 
2; 1966;     333 
2; 2166;     419 
2; 2365;     444 
2; 2565;     554 
2; 2765;     590 
2; 2964;     568 
2; 3164;     604 
2; 3364;     552 
2; 3563;     524 
2; 3763;     493 
2; 3963;     397 
2; 4163;     391 
2; 4362;     335 
2; 4562;     391 
2; 4762;     392 
2; 4961;     504 
2; 5161;     731 
2; 5361;     896 
2; 5560;    1194 
2; 5760;    1581 
2; 5960;    1983 
2; 6159;    2186 
2; 6359;    2354 
2; 6559;    2412 
2; 6758;    2370 
2; 6958;    2191 
2; 7158;    2022 
2; 7358;    1829 
2; 7557;    1609 
2; 7757;    1522 
2; 7957;    1457 
2; 8156;    1610 
2; 8356;    1695 
2; 8556;    2055 
2; 8755;    2427 
2; 8955;    3050 
2; 9155;    3828 
2; 9354;    4654 
2; 9554;    5202 
2; 9754;    5603 
2; 9954;    5564 
3; 0153;    5285 
