0; 0000;     264 
0; 0200;     226 
0; 0399;     186 
0; 0599;      95 
0; 0798;      53 
0; 0998;      29 
0; 1198;      17 
0; 1397;       6 
0; 1597;       1 
0; 1796;       1 
0; 1996;       0 
0; 2195;       1 
0; 2395;       2 
0; 2595;       0 
0; 2794;       0 
0; 2994;       0 
0; 3193;       0 
0; 3393;       0 
0; 3593;       0 
0; 3792;       1 
0; 3992;       0 
0; 4191;       0 
0; 4391;       1 
0; 4590;       0 
0; 4790;       1 
0; 4990;       0 
0; 5189;       0 
0; 5389;       2 
0; 5588;       9 
0; 5788;      16 
0; 5988;      52 
0; 6187;     114 
0; 6387;     175 
0; 6586;     185 
0; 6786;     205 
0; 6985;     200 
0; 7185;     195 
0; 7385;     178 
0; 7584;     188 
0; 7784;     217 
0; 7983;     211 
0; 8183;     189 
0; 8383;     202 
0; 8582;     178 
0; 8782;     193 
0; 8981;     201 
0; 9181;     176 
0; 9381;     187 
0; 9580;     173 
0; 9780;     193 
0; 9979;     188 
1; 0179;     174 
1; 0378;     174 
1; 0578;     144 
1; 0778;     153 
1; 0977;     165 
1; 1177;     175 
1; 1376;     156 
1; 1576;     161 
1; 1776;     124 
1; 1975;     165 
1; 2175;     177 
1; 2374;     177 
1; 2574;     169 
1; 2773;     156 
1; 2973;     147 
1; 3173;     130 
1; 3372;     162 
1; 3572;     166 
1; 3771;     157 
1; 3971;     160 
1; 4171;     145 
1; 4370;     168 
1; 4570;     172 
1; 4769;     151 
1; 4969;     144 
1; 5169;     148 
1; 5368;     166 
1; 5568;     130 
1; 5767;     147 
1; 5967;     156 
1; 6166;     149 
1; 6366;     170 
1; 6566;     176 
1; 6765;     206 
1; 6965;     196 
1; 7164;     211 
1; 7364;     252 
1; 7564;     202 
1; 7763;     229 
1; 7963;     199 
1; 8162;     167 
1; 8362;     170 
1; 8561;     179 
1; 8761;     130 
1; 8961;     154 
1; 9160;     147 
1; 9360;     154 
1; 9559;     140 
1; 9759;     151 
1; 9959;     144 
2; 0158;     156 
2; 0358;     153 
2; 0557;     171 
2; 0757;     171 
2; 0956;     157 
2; 1156;     131 
2; 1356;     138 
2; 1555;     164 
2; 1755;     181 
2; 1954;     166 
2; 2154;     184 
2; 2354;     175 
2; 2553;     183 
2; 2753;     208 
2; 2952;     216 
2; 3152;     210 
2; 3352;     225 
2; 3551;     219 
2; 3751;     204 
2; 3950;     195 
2; 4150;     201 
2; 4349;     217 
2; 4549;     217 
2; 4749;     202 
2; 4948;     219 
2; 5148;     252 
2; 5347;     309 
2; 5547;     373 
2; 5747;     440 
2; 5946;     518 
2; 6146;     574 
2; 6345;     699 
2; 6545;     753 
2; 6744;     920 
2; 6944;     868 
2; 7144;     836 
2; 7343;     872 
2; 7543;     834 
2; 7742;     806 
2; 7942;     765 
2; 8142;     759 
2; 8341;     835 
2; 8541;     753 
2; 8740;     816 
2; 8940;     767 
2; 9140;     762 
2; 9339;     759 
2; 9539;     706 
2; 9738;     682 
2; 9938;     573 
3; 0137;     531 
3; 0337;     436 
3; 0537;     416 
3; 0736;     357 
3; 0936;     281 
3; 1135;     275 
3; 1335;     258 
3; 1535;     275 
3; 1734;     252 
3; 1934;     242 
3; 2133;     291 
3; 2333;     276 
3; 2532;     270 
3; 2732;     278 
3; 2932;     255 
3; 3131;     278 
3; 3331;     291 
3; 3530;     272 
3; 3730;     221 
3; 3930;     238 
3; 4129;     235 
3; 4329;     220 
3; 4528;     239 
3; 4728;     215 
3; 4927;     221 
3; 5127;     248 
3; 5327;     264 
3; 5526;     262 
3; 5726;     288 
3; 5925;     359 
3; 6125;     443 
3; 6325;     471 
3; 6524;     487 
3; 6724;     545 
3; 6923;     566 
3; 7123;     518 
3; 7323;     508 
3; 7522;     420 
3; 7722;     340 
3; 7921;     341 
3; 8121;     313 
3; 8320;     256 
3; 8520;     269 
3; 8720;     270 
3; 8919;     288 
3; 9119;     241 
3; 9318;     272 
3; 9518;     268 
3; 9718;     258 
3; 9917;     286 
4; 0117;     285 
4; 0316;     305 
4; 0516;     283 
4; 0715;     312 
4; 0915;     272 
4; 1115;     236 
4; 1314;     254 
4; 1514;     271 
4; 1713;     265 
4; 1913;     234 
4; 2113;     273 
4; 2312;     239 
4; 2512;     247 
4; 2711;     255 
4; 2911;     234 
4; 3111;     239 
4; 3310;     229 
4; 3510;     274 
4; 3709;     291 
4; 3909;     309 
4; 4108;     321 
4; 4308;     346 
4; 4508;     333 
4; 4707;     366 
4; 4907;     354 
4; 5106;     391 
4; 5306;     383 
4; 5506;     333 
4; 5705;     351 
4; 5905;     372 
4; 6104;     352 
4; 6304;     326 
4; 6503;     300 
4; 6703;     329 
4; 6903;     293 
4; 7102;     343 
4; 7302;     297 
4; 7501;     312 
4; 7701;     336 
4; 7901;     322 
4; 8100;     322 
4; 8300;     349 
4; 8499;     363 
4; 8699;     390 
4; 8898;     401 
4; 9098;     416 
4; 9298;     419 
4; 9497;     440 
4; 9697;     449 
4; 9896;     421 
5; 0096;     409 
5; 0296;     389 
5; 0495;     363 
5; 0695;     352 
5; 0894;     344 
5; 1094;     360 
5; 1294;     347 
5; 1493;     366 
5; 1693;     357 
5; 1892;     393 
5; 2092;     373 
5; 2291;     337 
5; 2491;     369 
5; 2691;     346 
5; 2890;     384 
5; 3090;     386 
5; 3289;     397 
5; 3489;     357 
5; 3689;     417 
5; 3888;     396 
5; 4088;     442 
5; 4287;     416 
5; 4487;     397 
5; 4686;     417 
5; 4886;     388 
5; 5086;     428 
5; 5285;     431 
5; 5485;     455 
5; 5684;     403 
5; 5884;     405 
5; 6084;     417 
5; 6283;     440 
5; 6483;     406 
5; 6682;     430 
5; 6882;     422 
5; 7082;     431 
5; 7281;     411 
5; 7481;     429 
5; 7680;     445 
5; 7880;     425 
5; 8079;     469 
5; 8279;     455 
5; 8479;     476 
5; 8678;     421 
5; 8878;     424 
5; 9077;     446 
5; 9277;     480 
5; 9477;     494 
5; 9676;     500 
5; 9876;     456 
6; 0075;     489 
6; 0275;     485 
6; 0474;     487 
6; 0674;     467 
6; 0874;     509 
6; 1073;     551 
6; 1273;     544 
6; 1472;     572 
6; 1672;     638 
6; 1872;     794 
6; 2071;     841 
6; 2271;    1052 
6; 2470;    1270 
6; 2670;    1675 
6; 2869;    2052 
