0; 0000;     259 
0; 0200;     195 
0; 0400;     177 
0; 0599;     102 
0; 0799;      58 
0; 0999;      34 
0; 1199;      13 
0; 1398;       7 
0; 1598;       3 
0; 1798;       1 
0; 1998;       1 
0; 2198;       1 
0; 2397;       0 
0; 2597;       0 
0; 2797;       0 
0; 2997;       0 
0; 3196;       0 
0; 3396;       0 
0; 3596;       1 
0; 3796;       0 
0; 3996;       0 
0; 4195;       2 
0; 4395;       0 
0; 4595;       0 
0; 4795;       1 
0; 4994;       2 
0; 5194;       1 
0; 5394;       4 
0; 5594;       6 
0; 5794;      21 
0; 5993;      55 
0; 6193;     112 
0; 6393;     172 
0; 6593;     210 
0; 6792;     232 
0; 6992;     227 
0; 7192;     245 
0; 7392;     229 
0; 7591;     206 
0; 7791;     181 
0; 7991;     210 
0; 8191;     208 
0; 8391;     188 
0; 8590;     219 
0; 8790;     201 
0; 8990;     196 
0; 9190;     202 
0; 9389;     204 
0; 9589;     168 
0; 9789;     186 
0; 9989;     177 
1; 0189;     174 
1; 0388;     172 
1; 0588;     167 
1; 0788;     183 
1; 0988;     190 
1; 1187;     178 
1; 1387;     183 
1; 1587;     145 
1; 1787;     191 
1; 1987;     171 
1; 2186;     160 
1; 2386;     165 
1; 2586;     154 
1; 2786;     171 
1; 2985;     150 
1; 3185;     169 
1; 3385;     143 
1; 3585;     125 
1; 3785;     144 
1; 3984;     148 
1; 4184;     170 
1; 4384;     163 
1; 4584;     149 
1; 4783;     145 
1; 4983;     143 
1; 5183;     134 
1; 5383;     188 
1; 5583;     165 
1; 5782;     141 
1; 5982;     134 
1; 6182;     155 
1; 6382;     157 
1; 6581;     165 
1; 6781;     185 
1; 6981;     182 
1; 7181;     206 
1; 7381;     196 
1; 7580;     197 
1; 7780;     197 
1; 7980;     198 
1; 8180;     186 
1; 8379;     155 
1; 8579;     168 
1; 8779;     163 
1; 8979;     156 
1; 9178;     158 
1; 9378;     149 
1; 9578;     154 
1; 9778;     175 
1; 9978;     154 
2; 0177;     169 
2; 0377;     154 
2; 0577;     173 
2; 0777;     158 
2; 0976;     156 
2; 1176;     164 
2; 1376;     146 
2; 1576;     173 
2; 1776;     168 
2; 1975;     178 
2; 2175;     174 
2; 2375;     182 
2; 2575;     187 
2; 2774;     206 
2; 2974;     218 
2; 3174;     229 
2; 3374;     233 
2; 3574;     248 
2; 3773;     212 
2; 3973;     223 
2; 4173;     194 
2; 4373;     188 
2; 4572;     216 
2; 4772;     219 
2; 4972;     230 
2; 5172;     295 
2; 5372;     360 
2; 5571;     343 
2; 5771;     406 
2; 5971;     517 
2; 6171;     648 
2; 6370;     774 
2; 6570;     829 
2; 6770;     950 
2; 6970;     863 
2; 7170;     917 
2; 7369;     831 
2; 7569;     759 
