0; 0000;     232 
0; 0200;     234 
0; 0400;     143 
0; 0600;     102 
0; 0800;      58 
0; 1000;      33 
0; 1200;      16 
0; 1400;       6 
0; 1600;       2 
0; 1800;       0 
0; 2000;       2 
0; 2200;       1 
0; 2400;       0 
0; 2600;       0 
0; 2800;       1 
0; 3001;       0 
0; 3201;       0 
0; 3401;       0 
0; 3601;       0 
0; 3801;       0 
0; 4001;       0 
0; 4201;       0 
0; 4401;       0 
0; 4601;       0 
0; 4801;       2 
0; 5001;       0 
0; 5201;       0 
0; 5401;       3 
0; 5601;      10 
0; 5801;      25 
0; 6001;      81 
0; 6201;     134 
0; 6401;     184 
0; 6601;     216 
0; 6801;     264 
0; 7001;     196 
0; 7201;     241 
0; 7401;     203 
0; 7601;     226 
0; 7801;     193 
0; 8001;     179 
0; 8201;     186 
0; 8401;     219 
0; 8601;     165 
0; 8801;     196 
0; 9002;     213 
0; 9202;     208 
0; 9402;     185 
0; 9602;     206 
0; 9802;     211 
1; 0002;     190 
1; 0202;     175 
1; 0402;     204 
1; 0602;     205 
1; 0802;     153 
1; 1002;     173 
1; 1202;     194 
1; 1402;     164 
1; 1602;     175 
1; 1802;     177 
1; 2002;     165 
1; 2202;     176 
1; 2402;     167 
1; 2602;     175 
1; 2802;     163 
1; 3002;     136 
1; 3202;     159 
1; 3402;     148 
1; 3602;     136 
1; 3802;     186 
1; 4002;     165 
1; 4202;     158 
1; 4402;     172 
1; 4602;     164 
1; 4803;     161 
1; 5003;     157 
1; 5203;     152 
1; 5403;     166 
1; 5603;     122 
1; 5803;     133 
1; 6003;     150 
1; 6203;     158 
1; 6403;     162 
1; 6603;     142 
1; 6803;     139 
1; 7003;     159 
1; 7203;     162 
1; 7403;     145 
1; 7603;     181 
1; 7803;     149 
1; 8003;     161 
1; 8203;     180 
1; 8403;     164 
1; 8603;     159 
1; 8803;     151 
1; 9003;     149 
1; 9203;     162 
1; 9403;     161 
1; 9603;     164 
1; 9803;     142 
2; 0003;     167 
2; 0203;     154 
