0; 0000;     488 
0; 0200;     423 
0; 0400;     337 
0; 0600;     220 
0; 0800;     106 
0; 1000;      54 
0; 1200;      23 
0; 1400;       7 
0; 1600;       2 
0; 1800;       1 
0; 2000;       1 
0; 2200;       0 
0; 2400;       1 
0; 2600;       0 
0; 2800;       0 
0; 3000;       0 
0; 3200;       2 
0; 3400;       0 
0; 3600;       0 
0; 3800;       0 
0; 4000;       1 
0; 4200;       0 
0; 4400;       0 
0; 4600;       0 
0; 4800;       0 
0; 5000;       1 
0; 5200;       1 
0; 5400;       0 
0; 5600;       3 
0; 5800;      20 
0; 6000;      64 
0; 6200;     166 
0; 6400;     220 
0; 6600;     301 
0; 6800;     319 
0; 7000;     364 
0; 7200;     368 
0; 7400;     317 
0; 7600;     293 
0; 7800;     333 
0; 8000;     320 
0; 8200;     326 
0; 8400;     305 
0; 8600;     322 
0; 8800;     319 
0; 9000;     292 
0; 9200;     313 
0; 9400;     342 
0; 9600;     329 
0; 9800;     330 
1; 0000;     287 
1; 0200;     316 
1; 0400;     337 
1; 0600;     319 
1; 0800;     328 
1; 1000;     297 
1; 1200;     321 
1; 1400;     330 
1; 1600;     328 
1; 1800;     382 
1; 2000;     333 
1; 2200;     366 
1; 2400;     372 
1; 2600;     353 
1; 2800;     354 
1; 3000;     355 
1; 3200;     375 
1; 3400;     371 
1; 3600;     354 
1; 3800;     349 
1; 4000;     331 
1; 4200;     348 
1; 4400;     364 
1; 4600;     362 
1; 4800;     361 
1; 5000;     330 
1; 5200;     327 
1; 5400;     368 
1; 5600;     344 
1; 5800;     336 
1; 6000;     311 
1; 6200;     323 
1; 6400;     282 
1; 6600;     332 
1; 6800;     312 
1; 7000;     311 
1; 7200;     311 
1; 7400;     312 
1; 7600;     341 
1; 7800;     281 
1; 8000;     284 
1; 8200;     262 
1; 8400;     246 
1; 8600;     262 
1; 8800;     247 
1; 9000;     243 
1; 9200;     245 
1; 9400;     241 
1; 9600;     229 
1; 9800;     253 
2; 0000;     234 
2; 0200;     224 
2; 0400;     248 
2; 0600;     224 
2; 0800;     230 
2; 1000;     230 
2; 1200;     221 
2; 1400;     234 
2; 1600;     238 
2; 1800;     225 
2; 2000;     260 
2; 2200;     246 
2; 2400;     269 
2; 2600;     282 
2; 2800;     313 
2; 3000;     302 
2; 3200;     314 
2; 3400;     350 
2; 3600;     316 
2; 3800;     330 
2; 4000;     293 
2; 4200;     311 
2; 4400;     265 
2; 4600;     270 
2; 4800;     280 
2; 5000;     326 
2; 5200;     350 
2; 5400;     493 
2; 5600;     612 
2; 5800;     749 
2; 6000;     935 
2; 6200;    1157 
2; 6400;    1390 
2; 6600;    1473 
2; 6800;    1555 
2; 7000;    1661 
2; 7200;    1511 
2; 7400;    1424 
2; 7600;    1413 
2; 7800;    1448 
2; 8000;    1534 
2; 8200;    1608 
2; 8400;    1910 
2; 8600;    2263 
2; 8800;    2781 
2; 9000;    3786 
2; 9200;    4779 
2; 9400;    5676 
2; 9600;    6486 
2; 9800;    6880 
3; 0000;    6828 
3; 0200;    6305 
3; 0400;    5619 
3; 0600;    4807 
3; 0800;    4182 
3; 1000;    4029 
3; 1200;    3888 
3; 1400;    4154 
3; 1600;    4262 
3; 1800;    4193 
3; 2000;    3901 
3; 2200;    3237 
3; 2400;    2949 
3; 2600;    2368 
3; 2800;    2017 
3; 3000;    1778 
3; 3200;    1517 
3; 3400;    1334 
3; 3600;    1230 
3; 3800;    1077 
3; 4000;     894 
3; 4200;     762 
3; 4400;     642 
3; 4600;     518 
3; 4800;     476 
3; 5000;     484 
3; 5200;     425 
3; 5400;     378 
3; 5600;     430 
3; 5800;     428 
3; 6000;     424 
3; 6200;     471 
3; 6400;     482 
3; 6600;     567 
3; 6800;     592 
3; 7000;     612 
3; 7200;     587 
3; 7400;     591 
3; 7600;     482 
3; 7800;     446 
3; 8000;     339 
3; 8200;     304 
3; 8400;     267 
3; 8600;     244 
3; 8800;     190 
3; 9000;     200 
3; 9200;     201 
3; 9400;     227 
3; 9600;     196 
3; 9800;     209 
4; 0000;     233 
4; 0200;     247 
4; 0400;     248 
4; 0600;     226 
4; 0800;     220 
4; 1000;     213 
4; 1200;     208 
4; 1400;     181 
4; 1600;     186 
4; 1800;     218 
4; 2000;     201 
4; 2200;     186 
4; 2400;     186 
4; 2600;     170 
4; 2800;     190 
4; 3000;     220 
4; 3200;     206 
4; 3400;     211 
4; 3600;     216 
4; 3800;     253 
4; 4000;     282 
4; 4200;     283 
4; 4400;     338 
4; 4600;     362 
4; 4800;     397 
4; 5000;     464 
4; 5200;     414 
4; 5400;     365 
4; 5600;     378 
4; 5800;     343 
4; 6000;     329 
4; 6200;     291 
4; 6400;     264 
4; 6600;     259 
4; 6800;     267 
4; 7000;     258 
4; 7200;     257 
4; 7400;     280 
4; 7600;     289 
4; 7800;     299 
4; 8000;     283 
4; 8200;     286 
4; 8400;     291 
4; 8600;     321 
4; 8800;     327 
4; 9000;     339 
4; 9200;     337 
4; 9400;     310 
4; 9600;     312 
4; 9800;     303 
5; 0000;     288 
5; 0200;     283 
5; 0400;     307 
5; 0600;     294 
5; 0800;     276 
5; 1000;     271 
5; 1200;     293 
5; 1400;     252 
5; 1600;     281 
5; 1800;     292 
5; 2000;     305 
5; 2200;     282 
5; 2400;     291 
5; 2600;     269 
5; 2800;     281 
5; 3000;     316 
5; 3200;     298 
5; 3400;     331 
5; 3600;     310 
5; 3800;     310 
5; 4000;     313 
5; 4200;     352 
5; 4400;     393 
5; 4600;     363 
5; 4800;     360 
5; 5000;     363 
5; 5200;     398 
5; 5400;     392 
5; 5600;     393 
5; 5800;     397 
5; 6000;     422 
5; 6200;     473 
5; 6400;     433 
5; 6600;     429 
5; 6800;     457 
5; 7000;     487 
5; 7200;     425 
5; 7400;     418 
5; 7600;     473 
5; 7800;     434 
5; 8000;     456 
5; 8200;     460 
5; 8400;     479 
5; 8600;     438 
5; 8800;     467 
5; 9000;     463 
5; 9200;     485 
5; 9400;     473 
5; 9600;     436 
5; 9800;     480 
6; 0000;     430 
6; 0200;     463 
6; 0400;     446 
6; 0600;     414 
6; 0800;     451 
6; 1000;     416 
6; 1200;     411 
6; 1400;     373 
6; 1600;     390 
6; 1800;     391 
6; 2000;     459 
6; 2200;     461 
6; 2400;     533 
6; 2600;     577 
6; 2800;     666 
6; 3000;     869 
6; 3200;    1037 
6; 3400;    1257 
6; 3600;    1414 
6; 3800;    1574 
6; 4000;    1516 
6; 4200;    1564 
6; 4400;    1453 
6; 4600;    1306 
6; 4800;    1061 
6; 5000;     956 
6; 5200;     736 
6; 5400;     574 
6; 5600;     493 
